0.627
0.952
1.579
2.415
2.995
3.320
3.437
3.762
3.971
4.505
4.830
5.248
5.596
5.921
6.130
6.432
6.548
6.757
7.012
7.338
7.732
8.034
8.290
8.591
9.242
9.404
9.845
10.147
10.426
10.751
11.053
11.238
12.794
13.746
